Unnamed: 0,timestamp,day_of_week,hour_of_day,is_weekend,temperature,is_holiday,solar_generation,load,compensation_method
91,04-01-2023 19:00,2,19,0,19.84322495,0,5.466370188,21123,Peak Load Shifting
92,04-01-2023 20:00,2,20,0,11.48973453,0,3.559267096,20670,Peak Load Shifting
93,04-01-2023 21:00,2,21,0,13.36168927,0,7.927369943,20539,Peak Load Shifting
94,04-01-2023 22:00,2,22,0,13.03945923,0,6.336387354,20580,Peak Load Shifting
95,04-01-2023 23:00,2,23,0,7.682425259,0,6.897557615,19517,Normal Operation
96,05-01-2023 00:00,3,0,0,16.48060139,0,2.310348002,18130,Normal Operation
97,05-01-2023 01:00,3,1,0,16.30527636,0,9.695752885,16923,Normal Operation
98,05-01-2023 02:00,3,2,0,15.02556728,0,6.601760978,16095,Normal Operation
99,05-01-2023 03:00,3,3,0,13.82706433,0,1.971958645,15537,Normal Operation
100,05-01-2023 04:00,3,4,0,7.92314629,0,7.504902435,15261,Normal Operation
101,05-01-2023 05:00,3,5,0,12.89677339,0,1.737141032,15325,Normal Operation
102,05-01-2023 06:00,3,6,0,13.28642742,0,158.120847,15803,Normal Operation
103,05-01-2023 07:00,3,7,0,10.98861365,0,207.0136328,17065,Increased Renewable Energy Integration
104,05-01-2023 08:00,3,8,0,14.19357144,0,80.68523661,18915,Normal Operation
105,05-01-2023 09:00,3,9,0,17.02025428,0,178.5131138,20549,Normal Operation
106,05-01-2023 10:00,3,10,0,24.43092951,0,296.2738808,22019,Increased Renewable Energy Integration
107,05-01-2023 11:00,3,11,0,15.87288906,0,108.8173595,23238,Normal Operation
108,05-01-2023 12:00,3,12,0,16.28775195,0,230.5695248,24085,Increased Renewable Energy Integration
109,05-01-2023 13:00,3,13,0,14.62777042,0,158.742844,24614,Normal Operation
110,05-01-2023 14:00,3,14,0,5.406143924,0,213.1145371,25089,Increased Renewable Energy Integration
111,05-01-2023 15:00,3,15,0,14.86743062,0,101.2218072,25381,Normal Operation
112,05-01-2023 16:00,3,16,0,15.30115105,0,167.6162457,25580,Normal Operation
113,05-01-2023 17:00,3,17,0,27.31621056,0,295.0231785,25621,Increased Renewable Energy Integration
114,05-01-2023 18:00,3,18,0,14.03819518,0,98.82178775,25415,Peak Load Shifting
115,05-01-2023 19:00,3,19,0,16.50773671,0,3.862819866,24683,Peak Load Shifting
116,05-01-2023 20:00,3,20,0,14.82644115,0,9.615792612,23922,Peak Load Shifting
117,05-01-2023 21:00,3,21,0,9.156609812,0,4.328058746,23446,Peak Load Shifting
118,05-01-2023 22:00,3,22,0,20.71411407,0,5.841741842,23139,Peak Load Shifting
119,05-01-2023 23:00,3,23,0,18.75966516,0,9.447662659,21698,Normal Operation
120,06-01-2023 00:00,4,0,0,18.95515974,0,9.892342999,19969,Normal Operation
121,06-01-2023 01:00,4,1,0,10.45306273,0,1.01658364,18563,Normal Operation
122,06-01-2023 02:00,4,2,0,22.01397155,0,8.34320712,17683,Normal Operation
123,06-01-2023 03:00,4,3,0,7.990744686,0,3.821164942,17136,Normal Operation
124,06-01-2023 04:00,4,4,0,17.93428547,0,5.948287062,16843,Normal Operation
125,06-01-2023 05:00,4,5,0,25.95227813,0,3.75048079,16974,Normal Operation
126,06-01-2023 06:00,4,6,0,10.04731837,0,295.0155788,17651,Increased Renewable Energy Integration
127,06-01-2023 07:00,4,7,0,12.16851135,0,287.7842616,19086,Increased Renewable Energy Integration
128,06-01-2023 08:00,4,8,0,15.49825683,0,274.8397999,21006,Increased Renewable Energy Integration
129,06-01-2023 09:00,4,9,0,12.48262173,0,89.59347432,22626,Normal Operation
130,06-01-2023 10:00,4,10,0,7.246682845,0,278.6187765,23979,Increased Renewable Energy Integration
131,06-01-2023 11:00,4,11,0,15.34281487,0,269.6112282,25154,Increased Renewable Energy Integration
132,06-01-2023 12:00,4,12,0,9.688481431,0,144.2374778,26127,Normal Operation
133,06-01-2023 13:00,4,13,0,17.36796215,0,148.6306486,26871,Normal Operation
134,06-01-2023 14:00,4,14,0,10.40287883,0,164.9772305,27642,Normal Operation
135,06-01-2023 15:00,4,15,0,22.74967203,0,214.0439077,28023,Increased Renewable Energy Integration
136,06-01-2023 16:00,4,16,0,11.08373354,0,115.208904,28043,Normal Operation
137,06-01-2023 17:00,4,17,0,13.38969242,0,55.73710736,28172,Normal Operation
138,06-01-2023 18:00,4,18,0,19.06758609,0,85.30738115,27882,Peak Load Shifting
139,06-01-2023 19:00,4,19,0,8.845678418,0,1.809731154,27070,Peak Load Shifting
140,06-01-2023 20:00,4,20,0,16.13729967,0,7.675048387,26232,Peak Load Shifting
141,06-01-2023 21:00,4,21,0,21.53571377,0,9.671742143,25652,Peak Load Shifting
142,06-01-2023 22:00,4,22,0,6.962583827,0,3.608185845,25164,Peak Load Shifting
143,06-01-2023 23:00,4,23,0,15.92316929,0,4.349178801,23422,Normal Operation
144,07-01-2023 00:00,5,0,1,16.29941397,0,4.214964668,21433,Normal Operation
145,07-01-2023 01:00,5,1,1,18.90911436,0,2.852999758,19820,Normal Operation
146,07-01-2023 02:00,5,2,1,8.815246446,0,7.941799649,18682,Normal Operation
147,07-01-2023 03:00,5,3,1,8.397716935,0,6.177283327,17953,Normal Operation
148,07-01-2023 04:00,5,4,1,17.60970783,0,0.640515569,17588,Normal Operation
149,07-01-2023 05:00,5,5,1,16.48492337,0,8.38806335,17523,Normal Operation
150,07-01-2023 06:00,5,6,1,16.25246425,0,296.9247982,18064,Increased Renewable Energy Integration
151,07-01-2023 07:00,5,7,1,16.73224105,0,133.2596058,19436,Normal Operation
152,07-01-2023 08:00,5,8,1,11.59987639,0,196.3326355,21111,Normal Operation
153,07-01-2023 09:00,5,9,1,16.16126849,0,244.8482636,22320,Increased Renewable Energy Integration
154,07-01-2023 10:00,5,10,1,16.46536237,0,280.1540211,23232,Increased Renewable Energy Integration
155,07-01-2023 11:00,5,11,1,11.42824291,0,238.8869315,24050,Increased Renewable Energy Integration
156,07-01-2023 12:00,5,12,1,24.32887256,0,218.6259447,24785,Increased Renewable Energy Integration
157,07-01-2023 13:00,5,13,1,17.3691646,0,166.4954455,25462,Normal Operation
158,07-01-2023 14:00,5,14,1,9.043482514,0,201.3500334,26092,Increased Renewable Energy Integration
159,07-01-2023 15:00,5,15,1,18.28276804,0,73.54095221,26609,Normal Operation
160,07-01-2023 16:00,5,16,1,10.12659165,0,270.9806355,26567,Increased Renewable Energy Integration
161,07-01-2023 17:00,5,17,1,18.93542302,0,185.9443272,26146,Normal Operation
162,07-01-2023 18:00,5,18,1,20.7929779,0,60.03376261,25603,Peak Load Shifting
163,07-01-2023 19:00,5,19,1,10.89658841,0,5.651565726,24933,Peak Load Shifting
164,07-01-2023 20:00,5,20,1,19.81688065,0,8.349206433,24309,Peak Load Shifting
165,07-01-2023 21:00,5,21,1,17.06390463,0,2.215330055,24012,Peak Load Shifting
166,07-01-2023 22:00,5,22,1,19.1103008,0,8.616295738,23595,Peak Load Shifting
167,07-01-2023 23:00,5,23,1,24.48396491,0,5.919201404,22139,Normal Operation
168,08-01-2023 00:00,6,0,1,13.77305942,0,7.255001354,20337,Normal Operation
169,08-01-2023 01:00,6,1,1,11.23131918,0,0.798540227,18834,Normal Operation
170,08-01-2023 02:00,6,2,1,10.55242785,0,7.661876835,17785,Normal Operation
171,08-01-2023 03:00,6,3,1,10.92094858,0,3.107869046,17114,Normal Operation
172,08-01-2023 04:00,6,4,1,14.61449145,0,8.052322768,16565,Normal Operation
173,08-01-2023 05:00,6,5,1,16.70575987,0,5.091525383,16456,Normal Operation
174,08-01-2023 06:00,6,6,1,16.383454,0,93.78515847,16926,Normal Operation
175,08-01-2023 07:00,6,7,1,19.13591625,0,292.1026972,18037,Increased Renewable Energy Integration
176,08-01-2023 08:00,6,8,1,15.06500946,0,103.2846188,19574,Normal Operation
177,08-01-2023 09:00,6,9,1,22.26767039,0,97.73419609,20610,Normal Operation
178,08-01-2023 10:00,6,10,1,13.67671583,0,215.1822425,21271,Increased Renewable Energy Integration
179,08-01-2023 11:00,6,11,1,28.60084583,0,110.7110758,21701,Normal Operation
180,08-01-2023 12:00,6,12,1,18.12833674,0,284.6929028,22044,Increased Renewable Energy Integration
181,08-01-2023 13:00,6,13,1,10.71421222,0,52.72674883,22253,Normal Operation
182,08-01-2023 14:00,6,14,1,9.64553751,0,51.43831558,22481,Normal Operation
183,08-01-2023 15:00,6,15,1,17.41236208,0,176.2192004,22513,Normal Operation
184,08-01-2023 16:00,6,16,1,13.88268607,0,172.015615,22624,Normal Operation
185,08-01-2023 17:00,6,17,1,18.57000247,0,90.84100548,22900,Normal Operation
186,08-01-2023 18:00,6,18,1,17.36618812,0,173.6298907,22857,Peak Load Shifting
187,08-01-2023 19:00,6,19,1,14.63585544,0,2.135031726,22253,Peak Load Shifting
188,08-01-2023 20:00,6,20,1,10.76603141,0,9.974239735,21692,Peak Load Shifting
189,08-01-2023 21:00,6,21,1,7.425763877,0,6.97580909,21529,Peak Load Shifting
190,08-01-2023 22:00,6,22,1,12.76742524,0,7.763934241,21057,Peak Load Shifting
191,08-01-2023 23:00,6,23,1,19.28199397,0,3.968611722,19883,Normal Operation
192,09-01-2023 00:00,0,0,0,16.07046872,0,9.070081213,18562,Normal Operation
193,09-01-2023 01:00,0,1,0,8.771306106,0,5.45462901,17437,Normal Operation
194,09-01-2023 02:00,0,2,0,15.86590463,0,6.809383802,16648,Normal Operation
195,09-01-2023 03:00,0,3,0,16.9265869,0,0.948082713,16174,Normal Operation
196,09-01-2023 04:00,0,4,0,10.58071282,0,6.316807009,15896,Normal Operation
197,09-01-2023 05:00,0,5,0,15.76862553,0,8.790789883,15858,Normal Operation
198,09-01-2023 06:00,0,6,0,15.29104359,0,212.5430784,16283,Increased Renewable Energy Integration
199,09-01-2023 07:00,0,7,0,9.285148511,0,188.3822405,17452,Normal Operation
200,09-01-2023 08:00,0,8,0,16.7889368,0,69.49360588,19155,Normal Operation
201,09-01-2023 09:00,0,9,0,17.80392263,0,181.6316333,20465,Normal Operation
202,09-01-2023 10:00,0,10,0,20.41525622,0,247.7974414,21391,Increased Renewable Energy Integration
203,09-01-2023 11:00,0,11,0,20.26901026,0,70.29864771,22189,Normal Operation
204,09-01-2023 12:00,0,12,0,8.11165316,0,272.4347441,22674,Increased Renewable Energy Integration
205,09-01-2023 13:00,0,13,0,10.3108748,0,194.5766624,23087,Normal Operation
206,09-01-2023 14:00,0,14,0,17.57517634,0,287.6561173,23491,Increased Renewable Energy Integration
207,09-01-2023 15:00,0,15,0,17.56892975,0,87.03530443,23829,Normal Operation
208,09-01-2023 16:00,0,16,0,17.57523843,0,298.3912498,24157,Increased Renewable Energy Integration
209,09-01-2023 17:00,0,17,0,34.26365745,0,211.0682165,24406,Increased Renewable Energy Integration
210,09-01-2023 18:00,0,18,0,17.85445255,0,191.8735499,24314,Peak Load Shifting
211,09-01-2023 19:00,0,19,0,20.6778282,0,0.516121831,23604,Peak Load Shifting
212,09-01-2023 20:00,0,20,0,19.77000882,0,0.159758288,22764,Peak Load Shifting
213,09-01-2023 21:00,0,21,0,18.25695626,0,6.1913187,22069,Peak Load Shifting
214,09-01-2023 22:00,0,22,0,13.42365378,0,5.600929177,21683,Peak Load Shifting
215,09-01-2023 23:00,0,23,0,18.7948461,0,2.331579985,20442,Normal Operation
216,10-01-2023 00:00,1,0,0,11.13587393,0,6.466431289,18890,Normal Operation
217,10-01-2023 01:00,1,1,0,13.81590697,0,8.842072569,17542,Normal Operation
218,10-01-2023 02:00,1,2,0,12.57318226,0,2.77322101,16522,Normal Operation
219,10-01-2023 03:00,1,3,0,15.4093707,0,8.319938079,15829,Normal Operation
220,10-01-2023 04:00,1,4,0,26.57329283,0,6.62509136,15339,Normal Operation
221,10-01-2023 05:00,1,5,0,5.663674037,0,0.338204432,15120,Normal Operation
222,10-01-2023 06:00,1,6,0,18.43130095,0,182.9356829,15003,Normal Operation
223,10-01-2023 07:00,1,7,0,6.936420644,0,179.0754552,15330,Normal Operation
224,10-01-2023 08:00,1,8,0,12.64034067,0,54.85388997,16405,Normal Operation
225,10-01-2023 09:00,1,9,0,20.44475298,0,120.6173076,17807,Normal Operation
226,10-01-2023 10:00,1,10,0,15.3214001,0,63.29633537,19188,Normal Operation
227,10-01-2023 11:00,1,11,0,9.61127611,0,275.0386879,20355,Increased Renewable Energy Integration
228,10-01-2023 12:00,1,12,0,11.42348145,0,231.3057907,21167,Increased Renewable Energy Integration
229,10-01-2023 13:00,1,13,0,18.39798874,0,299.0287925,21757,Increased Renewable Energy Integration
230,10-01-2023 14:00,1,14,0,11.34816684,0,125.5428158,22119,Normal Operation
231,10-01-2023 15:00,1,15,0,16.08229295,0,269.6214619,22434,Increased Renewable Energy Integration
232,10-01-2023 16:00,1,16,0,15.2278592,0,200.763567,22793,Increased Renewable Energy Integration
233,10-01-2023 17:00,1,17,0,11.74199826,0,163.2813517,23092,Normal Operation
234,10-01-2023 18:00,1,18,0,25.71972045,0,105.6432778,23172,Peak Load Shifting
235,10-01-2023 19:00,1,19,0,18.16959511,0,2.012730385,22879,Peak Load Shifting
236,10-01-2023 20:00,1,20,0,4.874287067,0,5.949566206,22183,Peak Load Shifting
237,10-01-2023 21:00,1,21,0,15.93227157,0,0.206218007,21652,Peak Load Shifting
238,10-01-2023 22:00,1,22,0,11.69106768,0,3.985473994,21465,Peak Load Shifting
239,10-01-2023 23:00,1,23,0,19.26216667,0,7.641052406,20481,Normal Operation
240,11-01-2023 00:00,2,0,0,11.03739631,0,3.995085933,19160,Normal Operation
241,11-01-2023 01:00,2,1,0,14.42631779,0,8.355962398,17903,Normal Operation
242,11-01-2023 02:00,2,2,0,17.52493639,0,9.761552901,16963,Normal Operation
243,11-01-2023 03:00,2,3,0,19.32877597,0,6.072126027,16143,Normal Operation
244,11-01-2023 04:00,2,4,0,8.998517965,0,1.450040763,15664,Normal Operation
245,11-01-2023 05:00,2,5,0,13.32749382,0,3.796772079,15322,Normal Operation
246,11-01-2023 06:00,2,6,0,12.62527344,0,242.8426947,15109,Increased Renewable Energy Integration
247,11-01-2023 07:00,2,7,0,11.73335384,0,197.2438587,15214,Normal Operation
248,11-01-2023 08:00,2,8,0,23.8272712,0,118.7397776,16110,Normal Operation
249,11-01-2023 09:00,2,9,0,17.02490855,0,284.4971319,17531,Increased Renewable Energy Integration
250,11-01-2023 10:00,2,10,0,8.695580228,0,213.3288062,19027,Increased Renewable Energy Integration
251,11-01-2023 11:00,2,11,0,19.58930974,0,292.6191616,20405,Increased Renewable Energy Integration
252,11-01-2023 12:00,2,12,0,25.61078099,0,195.0292583,21492,Normal Operation
253,11-01-2023 13:00,2,13,0,20.1623263,0,255.2981896,22278,Increased Renewable Energy Integration
254,11-01-2023 14:00,2,14,0,7.40315017,0,253.2763448,22872,Increased Renewable Energy Integration
255,11-01-2023 15:00,2,15,0,12.57882964,0,134.3321942,23310,Normal Operation
256,11-01-2023 16:00,2,16,0,21.33455575,0,291.0051807,23713,Increased Renewable Energy Integration
257,11-01-2023 17:00,2,17,0,11.46165267,0,55.4853669,23904,Normal Operation
258,11-01-2023 18:00,2,18,0,17.21909714,0,242.1777272,23869,Increased Renewable Energy Integration
259,11-01-2023 19:00,2,19,0,18.87317027,0,5.744409832,23592,Peak Load Shifting
260,11-01-2023 20:00,2,20,0,10.36534764,0,8.432083784,23129,Peak Load Shifting
261,11-01-2023 21:00,2,21,0,14.70237322,0,2.614944887,22878,Peak Load Shifting
262,11-01-2023 22:00,2,22,0,-1.2063367,0,4.160369966,22811,Peak Load Shifting
263,11-01-2023 23:00,2,23,0,9.878061793,0,1.839717607,21618,Normal Operation
264,12-01-2023 00:00,3,0,0,13.73715924,0,5.201026426,20031,Normal Operation
265,12-01-2023 01:00,3,1,0,8.76108409,0,4.960014301,18648,Normal Operation
266,12-01-2023 02:00,3,2,0,23.16205652,0,2.12813226,17678,Normal Operation
267,12-01-2023 03:00,3,3,0,7.84929311,0,6.728016937,17059,Normal Operation
268,12-01-2023 04:00,3,4,0,12.79977757,0,1.177902955,16744,Normal Operation
269,12-01-2023 05:00,3,5,0,15.65370289,0,0.616914511,16749,Normal Operation
270,12-01-2023 06:00,3,6,0,22.20636645,0,219.4341499,17299,Increased Renewable Energy Integration
271,12-01-2023 07:00,3,7,0,7.820689244,0,96.81173723,18562,Normal Operation
272,12-01-2023 08:00,3,8,0,20.81581876,0,220.088048,20485,Increased Renewable Energy Integration
273,12-01-2023 09:00,3,9,0,15.05116531,0,148.5234121,22146,Normal Operation
274,12-01-2023 10:00,3,10,0,10.09245674,0,248.8938185,23643,Increased Renewable Energy Integration
275,12-01-2023 11:00,3,11,0,17.31051737,0,59.20895428,24805,Normal Operation
276,12-01-2023 12:00,3,12,0,15.99529848,0,216.9956595,25711,Increased Renewable Energy Integration
277,12-01-2023 13:00,3,13,0,11.99891561,0,212.4555842,26447,Increased Renewable Energy Integration
278,12-01-2023 14:00,3,14,0,15.34901042,0,285.233869,27045,Increased Renewable Energy Integration
279,12-01-2023 15:00,3,15,0,13.07343202,0,228.3418884,27430,Increased Renewable Energy Integration
280,12-01-2023 16:00,3,16,0,15.56758673,0,249.0754741,27638,Increased Renewable Energy Integration
281,12-01-2023 17:00,3,17,0,18.31065337,0,276.147754,27754,Increased Renewable Energy Integration
282,12-01-2023 18:00,3,18,0,22.93008408,0,218.7629796,27462,Increased Renewable Energy Integration
283,12-01-2023 19:00,3,19,0,8.810922506,0,9.370293944,26490,Peak Load Shifting
284,12-01-2023 20:00,3,20,0,25.66516687,0,4.279820558,25448,Peak Load Shifting
285,12-01-2023 21:00,3,21,0,5.239561002,0,6.904659438,24677,Peak Load Shifting
286,12-01-2023 22:00,3,22,0,14.24107452,0,6.02462809,24171,Peak Load Shifting
287,12-01-2023 23:00,3,23,0,17.94158603,0,1.410300753,22533,Normal Operation
288,13-01-2023 00:00,4,0,0,16.40495934,0,9.39540451,20667,Normal Operation
289,13-01-2023 01:00,4,1,0,11.8865024,0,3.458692919,19115,Normal Operation
290,13-01-2023 02:00,4,2,0,13.95938875,0,0.447583558,18074,Normal Operation
291,13-01-2023 03:00,4,3,0,12.53499533,0,3.004437068,17407,Normal Operation
292,13-01-2023 04:00,4,4,0,12.05317622,0,3.356337259,17038,Normal Operation
293,13-01-2023 05:00,4,5,0,19.24801049,0,0.927453274,17023,Normal Operation
294,13-01-2023 06:00,4,6,0,16.78507743,0,111.8860718,17647,Normal Operation
295,13-01-2023 07:00,4,7,0,11.53545202,0,270.6053021,19033,Increased Renewable Energy Integration
296,13-01-2023 08:00,4,8,0,19.49799938,0,140.2124816,20947,Normal Operation
297,13-01-2023 09:00,4,9,0,16.5364976,0,205.1381646,22425,Increased Renewable Energy Integration
298,13-01-2023 10:00,4,10,0,19.06431059,0,216.4914046,23562,Increased Renewable Energy Integration
299,13-01-2023 11:00,4,11,0,18.14814421,0,245.4573188,24223,Increased Renewable Energy Integration
300,13-01-2023 12:00,4,12,0,10.85502495,0,95.70000756,24749,Normal Operation
301,13-01-2023 13:00,4,13,0,12.1990948,0,126.2032837,25029,Normal Operation
302,13-01-2023 14:00,4,14,0,18.73646803,0,162.0840854,25107,Normal Operation
303,13-01-2023 15:00,4,15,0,18.05185133,0,141.2102653,25085,Normal Operation
304,13-01-2023 16:00,4,16,0,14.89549203,0,295.7263082,25120,Increased Renewable Energy Integration
